name,id,long_name,contact_person,phone_number,alt_phone_number,catchment_population,point_x,point_y,parent_location_id,parent_location_name,location_type_name,location_ownership_name,infrastructure_ids,infrastructure_names,service_ids,service_names,facility_type
Okongo District Hospital,10382,,,65288484,,,-17.5749,17.220533,10608,Okongo District,Facility,Public_MoHSS,"1,2,4,5,6,8,9,10,11,13,14,16,17,19","Ambulances,Beds,Mortuary,Electricity,Running Water,Back Up Generator,Toilets,Internet,Phone Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses,Doctors","4,1,2,3,8,16,32,33,35,37,39,41,46,48,43","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Special surgeries (Transplant,plastic surgery, neuro surgery etc.),Sexual Transmitted Infections,General Dentistry,Orthopedics,Laboratory Services,Family Planning Services,Tuberculosis Services,Radiology,Physiotherapy,Occupational Therapy",Hospital
Okongo District Health Office,12013,,,,,,-17.5749,17.220533,10608,Okongo District,Facility,Public_MoHSS,,,,,District Health Office
Okongo Clinic,10381,,,65288452,,12343,-17.5749,17.22053,10608,Okongo District,Facility,Public_MoHSS,"5,6,7,9,10,11,12,13,14,20","Electricity,Running Water,Health Extension Workers,Toilets,Internet,Phone Number,Fax Number,Computers,Vehicles,Administrative Officers","1,2,3,4,8,31,32,37,41,46,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Laboratory Services,Tuberculosis Services,Radiology,Option B+,DNA EID Testing",Clinic
Okatope CBART,12193,,,,,,-17.45,17.1833333,10608,Okongo District,Facility,Public_MoHSS,,,"40,1","Anti Retroviral Therapy Outreach Site,HIV Testing Services",CBART
Odila CBART,12191,,,,,,-17.6813878,16.7235898,10608,Okongo District,Facility,Public_MoHSS,,,"40,1","Anti Retroviral Therapy Outreach Site,HIV Testing Services",CBART
Ekoka Clinic,10368,,,65288602,,66502,-17.692,17.4013,10608,Okongo District,Facility,Public_MoHSS,"5,6,7,9,11,13,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Oshikango Walvis Bay Corridor Group,12186,,,,,,-17.39142,15.89099,10594,Engela District,Facility,NGO,"9,10,13","Toilets,Internet,Computers","1,36","HIV Testing Services,Anti Retroviral Therapy IMAI Site",0
Oshikango New Start Centre,10398,,,,,,-17.4057,15.889778,10594,Engela District,Facility,NGO,"9,10,13","Toilets,Internet,Computers",1,HIV Testing Services,0
Ongha Health Centre,10394,,,,,14376,-17.4722,15.573928,10594,Engela District,Facility,Public_MoHSS,"5,6,7,8,9,10,13,14","Electricity,Running Water,Health Extension Workers,Back Up Generator,Toilets,Internet,Computers,Vehicles","4,1,2,3,31,32,38,39,41,52,53,33","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing,General Dentistry",Health Centre
Ongenga Clinic,10393,,,65268300,,12607,-17.4458,15.669847,10594,Engela District,Facility,Public_MoHSS,"5,6,7,9,11,13,14,16,17,20","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses,Administrative Officers","1,2,3,8,31,32,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Onekwaya Clinic,10392,,,65260165,,,-17.5934,15.868583,10594,Engela District,Facility,Public_MoHSS,"5,6,7,9,11,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Ondobe Clinic,10391,,,65262451,,22419,-17.5168,15.956256,10594,Engela District,Facility,Public_MoHSS,"5,6,7,9,11,14,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Vehicles,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Onamukulo Clinic,10389,,,65264541,,9952,-17.6881,16.065128,10594,Engela District,Facility,Public_MoHSS,"5,6,7,9,11,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Omutwe womunhu CBART,12196,,,,,,-17.56667,16.88333,10594,Engela District,Facility,Public_MoHSS,9,Toilets,"40,1","Anti Retroviral Therapy Outreach Site,HIV Testing Services",CBART
Omungwelume Clinic,10387,,,65269041,,15703,-17.5042,15.635364,10594,Engela District,Facility,Public_MoHSS,"5,6,7,9,11,13,16,17,20","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses,Administrative Officers","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Omundudu Clinic,12185,,,814143677,,,-17.55,15.68333,10594,Engela District,Facility,Public_MoHSS,"5,6,7,9,11,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Omagano Voluntary Counselling and Testing Hea,10384,,,,,,-17.3944,15.8913,10594,Engela District,Facility,NGO,,,,,0
Okatope Clinic,10380,,,65262250,,,-17.5166,15.956159,10594,Engela District,Facility,Public_MoHSS,"5,6,7,9,11,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Okambebe Clinic,10379,,,65269071,,11058,-17.4057,15.889861,10594,Engela District,Facility,Public_MoHSS,"5,6,7,9,11,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,41,52,53,39","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Tuberculosis Services,Option B+,DNA EID Testing,Family Planning Services",Clinic
Ohaukelo Clinic,10378,,,65262543,,11623,-17.4057,15.889859,10594,Engela District,Facility,Public_MoHSS,"5,6,7,9,11,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,41,52,53,39","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Tuberculosis Services,Option B+,DNA EID Testing,Family Planning Services",Clinic
Ohangwena Clinic,10377,,,65260022,,,-17.4709,15.904832,10594,Engela District,Facility,Public_MoHSS,"5,6,7,9,11,13,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Ohalushu Clinic,10376,,,65245548,,,-17.6425,15.878248,10594,Engela District,Facility,Public_MoHSS,"5,6,7,9,11,13,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,38,39,40,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Odibo Health Centre,10375,,,65267657,,19023,-17.4021,15.93454,10594,Engela District,Facility,Public_MoHSS,"1,2,4,5,6,7,8,9,10,11,13,14","Ambulances,Beds,Mortuary,Electricity,Running Water,Health Extension Workers,Back Up Generator,Toilets,Internet,Phone Number,Computers,Vehicles","4,1,2,3,8,31,32,38,39,40,52,53,41","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site,Option B+,DNA EID Testing,Tuberculosis Services",Health Centre
Hamukoto Wakapa Clinic,10565,,,,,8590,-17.4205,16.11444,10594,Engela District,Facility,Public_MoHSS,"5,6,7,9,13,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,41,52,53,39","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Tuberculosis Services,Option B+,DNA EID Testing,Family Planning Services",Clinic
Eudafano Clinic,10374,,,65266760,,,-17.4683,15.793316,10594,Engela District,Facility,Public_MoHSS,"5,6,7,9,11,13,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,41,52,53,39","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Tuberculosis Services,Option B+,DNA EID Testing,Family Planning Services",Clinic
Engela District Hospital,10371,,,65266604,,,-17.4492,15.867091,10594,Engela District,Facility,Public_MoHSS,"1,2,4,5,6,8,9,10,11,12,14,16,17,19","Ambulances,Beds,Mortuary,Electricity,Running Water,Back Up Generator,Toilets,Internet,Phone Number,Fax Number,Vehicles,Enrolled Nurses,Registered Nurses,Doctors","4,1,2,3,8,16,32,33,37,39,41,43,46,48,35","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Special surgeries (Transplant,plastic surgery, neuro surgery etc.),Sexual Transmitted Infections,General Dentistry,Laboratory Services,Family Planning Services,Tuberculosis Services,Occupational Therapy,Radiology,Physiotherapy,Orthopedics",Hospital
Engela District Health Office,11999,,,,,,-17.4492,15.867091,10594,Engela District,Facility,Public_MoHSS,,,,,District Health Office
Engela Clinic,10370,,,65266604,,,-17.4492,15.86709,10594,Engela District,Facility,Public_MoHSS,"5,6,7,9,10,11,12,13,14,20","Electricity,Running Water,Health Extension Workers,Toilets,Internet,Phone Number,Fax Number,Computers,Vehicles,Administrative Officers","2,4,8,31,32,37,39,41,46,52","General Clinical Service,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Laboratory Services,Family Planning Services,Tuberculosis Services,Radiology,Option B+",Clinic
Endola Clinic,10369,,,65268807,,24333,-17.6165,15.744477,10594,Engela District,Facility,Public_MoHSS,"5,6,7,9,11,13,16,17,20","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses,Administrative Officers","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Efinde CBART,12190,,,65288602,,,-17.45,17.03333,10594,Engela District,Facility,Public_MoHSS,"5,6,7,9,11,13,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",CBART
Edundja Clinic,10364,,,65268118,,,-17.4193,16.001207,10594,Engela District,Facility,Public_MoHSS,"5,6,7,9,10,11,13,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Internet,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Oshuuli CBART,12212,,,,,,-17.766667,15.333333,10593,Eenhana District,Facility,Public_MoHSS,,,"1,40,38","HIV Testing Services,Anti Retroviral Therapy Outreach Site,Ante Natal Clinic Services",CBART
Oshikunde Clinic,10399,,,65289418,,7791,-17.5646,16.751328,10593,Eenhana District,Facility,Public_MoHSS,"1,5,6,7,9,11,13,16,17,20","Ambulances,Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses,Administrative Officers","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Oshandi Clinic,10397,,,65262433,,,-17.4523,16.194227,10593,Eenhana District,Facility,Public_MoHSS,"5,6,7,9,11,13,16,17,20","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses,Administrative Officers","1,2,3,8,31,32,36,38,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Oshaango Clinic,10396,,,,,,-17.7185,16.231558,10593,Eenhana District,Facility,Public_MoHSS,"5,6,7,9,13,16,17,19,20","Electricity,Running Water,Health Extension Workers,Toilets,Computers,Enrolled Nurses,Registered Nurses,Doctors,Administrative Officers","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Onhunda CBART,12207,,,,,,-17.6,16.91,10593,Eenhana District,Facility,Public_MoHSS,,,"1,40","HIV Testing Services,Anti Retroviral Therapy Outreach Site",CBART
Ongula yaNetanga Clinic,10395,,,65264553,,4286,-17.7206,16.139854,10593,Eenhana District,Facility,Public_MoHSS,"5,6,7,9,10,11,13,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Internet,Phone Number,Computers,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Ondwi CBART,12204,,,,,,-17.5,16.61667,10593,Eenhana District,Facility,Public_MoHSS,,,"1,40","HIV Testing Services,Anti Retroviral Therapy Outreach Site",CBART
Onduludia  CBART,12203,,,,,,,,10593,Eenhana District,Facility,Public_MoHSS,,,"1,38,39,40","HIV Testing Services,Ante Natal Clinic Services,Family Planning Services,Anti Retroviral Therapy Outreach Site",CBART
Onangolo Clinic,10390,,,,,6388,-17.5549,16.506938,10593,Eenhana District,Facility,Public_MoHSS,"5,6,7,9,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Onambutu Clinic,10388,,,,,4745,-17.6364,16.294285,10593,Eenhana District,Facility,Public_MoHSS,"5,6,7,9,17,18","Electricity,Running Water,Health Extension Workers,Toilets,Registered Nurses,Health Assistants","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Onamaladi CBART,12201,,,,,,,,10593,Eenhana District,Facility,Public_MoHSS,,,"1,40","HIV Testing Services,Anti Retroviral Therapy Outreach Site",CBART
Onam CBART,12199,,,,,,-17.393412,16.113087,10593,Eenhana District,Facility,Public_MoHSS,,,"40,1,38,39","Anti Retroviral Therapy Outreach Site,HIV Testing Services,Ante Natal Clinic Services,Family Planning Services",CBART
Onaimbungu CBART,12198,,,,,,-17.4,16.866667,10593,Eenhana District,Facility,Public_MoHSS,,,"40,1,38,39","Anti Retroviral Therapy Outreach Site,HIV Testing Services,Ante Natal Clinic Services,Family Planning Services",CBART
Omutwe Wondjamba CBART,12197,,,,,,-17.35874879,16,10593,Eenhana District,Facility,Public_MoHSS,,,"40,1,38,39","Anti Retroviral Therapy Outreach Site,HIV Testing Services,Ante Natal Clinic Services,Family Planning Services",CBART
Omundaungilo Clinic,10386,,,65288017,,8233,-17.4274,16.705777,10593,Eenhana District,Facility,Public_MoHSS,"5,6,7,9,11,13,16,17,20","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Computers,Enrolled Nurses,Registered Nurses,Administrative Officers","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Omuhongo Clinic,12234,,,,Eenhana,,,,10593,Eenhana District,Facility,Public_MoHSS,,,"1,2,3,8,38,39","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Ante Natal Clinic Services,Family Planning Services",Clinic
Ohangwena Regional Health Office,11975,,,,,,-17.4839,16.327571,10593,Eenhana District,Facility,Public_MoHSS,,,,,Regional Health Office
Ohangwena Mobile Van,12192,,,,,,,,10593,Eenhana District,Facility,Public_MoHSS,"9,14","Toilets,Vehicles",1,HIV Testing Services,Mobile Van
Epinga Clinic,10373,,,,,,-17.4115,16.437418,10593,Eenhana District,Facility,Public_MoHSS,"5,6,7,9,16,17","Electricity,Running Water,Health Extension Workers,Toilets,Enrolled Nurses,Registered Nurses","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Epembe Clinic,10372,,,65288815,,6257,-17.7808,16.451074,10593,Eenhana District,Facility,Public_MoHSS,"5,6,7,9,11,16,17,20","Electricity,Running Water,Health Extension Workers,Toilets,Phone Number,Enrolled Nurses,Registered Nurses,Administrative Officers","1,2,3,8,31,32,36,38,39,41,52,53","HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Anti Retroviral Therapy IMAI Site,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services,Option B+,DNA EID Testing",Clinic
Eenhana New Start Centre,10367,,,,,,-17.4814,16.339039,10593,Eenhana District,Facility,NGO,"5,6,9,10,13","Electricity,Running Water,Toilets,Internet,Computers",1,HIV Testing Services,0
Eenhana NAPPA Clinic,12184,,,,,,-17.916793,19.773494,10593,Eenhana District,Facility,Faith Based Organisation,"5,6,9,10,13,14,17,18,20","Electricity,Running Water,Toilets,Internet,Computers,Vehicles,Registered Nurses,Health Assistants,Administrative Officers","1,2,32,37,38,39,41","HIV Testing Services,General Clinical Service,Sexual Transmitted Infections,Laboratory Services,Ante Natal Clinic Services,Family Planning Services,Tuberculosis Services",Clinic
Eenhana District Hospital,10366,,,65263023,,,-17.4839,16.327571,10593,Eenhana District,Facility,Public_MoHSS,"1,2,4,5,6,8,9,10,11,12,13,14,16,17,19","Ambulances,Beds,Mortuary,Electricity,Running Water,Back Up Generator,Toilets,Internet,Phone Number,Fax Number,Computers,Vehicles,Enrolled Nurses,Registered Nurses,Doctors","4,1,2,3,8,16,32,33,35,37,39,41,46,48,43","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Expanded Programme on Immunizations,Preventing Mother To Child Transmission Services,Special surgeries (Transplant,plastic surgery, neuro surgery etc.),Sexual Transmitted Infections,General Dentistry,Orthopedics,Laboratory Services,Family Planning Services,Tuberculosis Services,Radiology,Physiotherapy,Occupational Therapy",Hospital
Eenhana District Health Office,11998,,,,,,-17.4839,16.327571,10593,Eenhana District,Facility,Public_MoHSS,4,Mortuary,,,District Health Office
Eenhana Clinic,10365,,,65263225,,,-17.4839,16.32757,10593,Eenhana District,Facility,Public_MoHSS,"5,6,7,9,10,11,12,13,19,20","Electricity,Running Water,Health Extension Workers,Toilets,Internet,Phone Number,Fax Number,Computers,Doctors,Administrative Officers","1,2,4,8,31,32,39,41","HIV Testing Services,General Clinical Service,Anti Retroviral Therapy Main Site,Preventing Mother To Child Transmission Services,Viral Load Testing,Sexual Transmitted Infections,Family Planning Services,Tuberculosis Services",Clinic
Thomas Adam Sheya Clinic,12237,,,,,,,,10617,Outjo District,Facility,Public_MoHSS,,,,,Clinic
Seringkop Clinic,12233,,,,,,,,10617,Outjo District,Facility,Public_MoHSS,,,,,Clinic
Queen Sophia Clinic,12171,,,,,,,,10617,Outjo District,Facility,Public_MoHSS,,,3,Expanded Programme on Immunizations,Clinic
Outjo Maternity Hospital,10564,,,,,,0,0,10617,Outjo District,Facility,Public_MoHSS,,,,,Hospital
Outjo District Hospital,10360,,,,,,-20.1056,16.156263,10617,Outjo District,Facility,Public_MoHSS,"2,4,5,6","Beds,Mortuary,Electricity,Running Water","4,1,2,37,39,41","Anti Retroviral Therapy Main Site,HIV Testing Services,General Clinical Service,Laboratory Services,Family Planning Services,Tuberculosis Services",Hospital
Outjo District Health Office,12022,,,,,,-20.1056,16.156263,10617,Outjo District,Facility,Public_MoHSS,,,,,District Health Office
Outjo Clinic,10359,,,,,,-20.1077,16.165996,10617,Outjo District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,39,41","HIV Testing Services,General Clinical Service,Family Planning Services,Tuberculosis Services",Clinic
Kamanjab Health Centre,10343,,Ms. Tangeni Lucia Sheefeni,4294967295,"Private Bag
5003 Kamanjab 
",,-19.6272,14.84639,10617,Outjo District,Facility,Public_MoHSS,"2,5,4,6","Beds,Electricity,Mortuary,Running Water","1,2,39,41","HIV Testing Services,General Clinical Service,Family Planning Services,Tuberculosis Services",Health Centre
Sesfontein Health Centre,10362,,,,,,-19.1241,13.61323,10612,Opuwo District,Facility,Public_MoHSS,"4,5,6","Mortuary,Electricity,Running Water","1,2,36,39,41","HIV Testing Services,General Clinical Service,Anti Retroviral Therapy IMAI Site,Family Planning Services,Tuberculosis Services",Health Centre
Otuani Clinic,10358,,,,,,-18.5689,13.6875,10612,Opuwo District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","2,39,40,41","General Clinical Service,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services",Clinic
Otjondeka Clinic,10357,,,,,,-18.6303,14.23431,10612,Opuwo District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,39,40,41","HIV Testing Services,General Clinical Service,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services",Clinic
Otjomuru Clinic,12232,,,,,,,,10612,Opuwo District,Facility,Public_MoHSS,,,38,Ante Natal Clinic Services,Clinic
Otjokavare Clinic,10356,,,,,,-19.0646,14.34909,10612,Opuwo District,Facility,Public_MoHSS,"4,5,6","Mortuary,Electricity,Running Water","1,2,39,40,41","HIV Testing Services,General Clinical Service,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services",Clinic
Otjiu Clinic,10355,,,,,,-18.2294,13.27397,10612,Opuwo District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","2,39,40,41","General Clinical Service,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services",Clinic
Otjimuhaka Clinic,10354,,,,,,-17.3342,13.83758,10612,Opuwo District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,39,40,41","HIV Testing Services,General Clinical Service,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services",Clinic
Oruvandjei Clinic,10353,,,,,,-18.9191,14.1067,10612,Opuwo District,Facility,Public_MoHSS,"5,6","Electricity,Running Water","1,2,39,40,41","HIV Testing Services,General Clinical Service,Family Planning Services,Anti Retroviral Therapy Outreach Site,Tuberculosis Services",Clinic
